Filename,Folder_Path,Ground_Truth_Folder,Predicted_Dept,Predicted_Desc,Confidence,Status
18672.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18672.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,33.61%,LOW_CONFIDENCE
18674.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18674.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,60.63%,MISMATCH
18677.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18677.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,74.25%,MATCH
18680.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18680.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,50.97%,LOW_CONFIDENCE
18682.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18682.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,90.93%,MATCH
18683.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18683.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,93.33%,MATCH
18687.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18687.jpg",Air_Pollution,Horticulture Dept,A photo of a fallen tree,44.19%,LOW_CONFIDENCE
1869.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1869.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,54.98%,LOW_CONFIDENCE
18690.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18690.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,95.70%,MISMATCH
18693.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18693.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,88.40%,MATCH
18696.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18696.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,96.42%,MISMATCH
1871.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1871.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,72.56%,MISMATCH
1874.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1874.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,42.91%,LOW_CONFIDENCE
18744.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18744.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,31.15%,LOW_CONFIDENCE
18745.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18745.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,54.90%,LOW_CONFIDENCE
18751.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18751.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,68.98%,MATCH
18752.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18752.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,60.63%,MATCH
18754.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18754.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,29.20%,LOW_CONFIDENCE
1876.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1876.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,99.20%,MISMATCH
18762.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18762.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,70.96%,MISMATCH
18765.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18765.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,46.75%,LOW_CONFIDENCE
18766.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18766.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,47.96%,LOW_CONFIDENCE
1880.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1880.jpg",Air_Pollution,Public Health Dept,A photo of dead animal on street,36.25%,LOW_CONFIDENCE
1881.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1881.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,97.82%,MISMATCH
18812.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18812.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,57.34%,LOW_CONFIDENCE
18814.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18814.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,80.25%,MATCH
18815.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18815.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,45.20%,LOW_CONFIDENCE
18819.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18819.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,52.00%,LOW_CONFIDENCE
1882.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1882.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,34.02%,LOW_CONFIDENCE
18821.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18821.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,99.48%,MATCH
18823.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18823.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,60.89%,MATCH
18826.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18826.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,77.46%,MATCH
18828.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18828.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,85.09%,MISMATCH
1884.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1884.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,95.21%,MISMATCH
18866.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18866.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,74.35%,MATCH
18869.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18869.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,53.94%,LOW_CONFIDENCE
18870.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18870.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,80.89%,MISMATCH
18877.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18877.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,63.88%,MATCH
18878.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18878.jpg",Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,46.18%,LOW_CONFIDENCE
18880.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18880.jpg",Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,37.21%,LOW_CONFIDENCE
18881.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18881.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,56.30%,LOW_CONFIDENCE
18883.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18883.jpg",Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,49.03%,LOW_CONFIDENCE
18885.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18885.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,74.50%,MISMATCH
18890.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18890.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,74.81%,MISMATCH
189.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\189.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,60.93%,MISMATCH
18938.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18938.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,25.93%,LOW_CONFIDENCE
18943.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18943.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,63.68%,MATCH
18944.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18944.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,54.03%,LOW_CONFIDENCE
18945.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18945.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,53.36%,LOW_CONFIDENCE
18946.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18946.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,84.96%,MATCH
18953.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18953.jpg",Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,51.09%,LOW_CONFIDENCE
18956.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\18956.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,52.08%,LOW_CONFIDENCE
1906.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1906.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,97.67%,MISMATCH
19117.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19117.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,71.49%,MATCH
19122.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19122.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,43.09%,LOW_CONFIDENCE
19123.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19123.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,42.83%,LOW_CONFIDENCE
19124.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19124.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,42.85%,LOW_CONFIDENCE
19127.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19127.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,51.14%,LOW_CONFIDENCE
19128.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19128.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,96.59%,MATCH
19129.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19129.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,67.28%,MATCH
19131.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19131.jpg",Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,58.49%,LOW_CONFIDENCE
19153.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19153.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,87.16%,MATCH
19172.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19172.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,80.29%,MATCH
19173.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19173.jpg",Air_Pollution,Public Health Dept,A photo of dead animal on street,83.87%,MISMATCH
19178.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19178.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,90.42%,MATCH
19184.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19184.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,66.90%,MATCH
19186.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19186.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,74.46%,MISMATCH
19188.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19188.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,72.75%,MISMATCH
19196.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19196.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,82.36%,MATCH
1923.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1923.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,83.07%,MISMATCH
19242.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19242.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,62.68%,MATCH
19243.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19243.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,55.80%,LOW_CONFIDENCE
19246.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19246.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.75%,MISMATCH
19247.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19247.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,82.43%,MATCH
19249.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19249.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,86.45%,MISMATCH
19250.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19250.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,51.59%,LOW_CONFIDENCE
19251.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19251.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,66.88%,MATCH
19252.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19252.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,66.90%,MATCH
19253.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19253.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,48.81%,LOW_CONFIDENCE
19254.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19254.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,53.77%,LOW_CONFIDENCE
19256.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19256.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,68.16%,MATCH
19257.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19257.jpg",Air_Pollution,Public Health Dept,A photo of dead animal on street,38.70%,LOW_CONFIDENCE
19258.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19258.jpg",Air_Pollution,Public Health Dept,A photo of dead animal on street,37.92%,LOW_CONFIDENCE
19259.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19259.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,47.44%,LOW_CONFIDENCE
1926.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1926.jpg",Air_Pollution,Public Health Dept,A photo of dead animal on street,77.39%,MISMATCH
19260.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19260.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,69.86%,MATCH
19261.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19261.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,69.79%,MATCH
19262.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19262.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,69.59%,MATCH
19290.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19290.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,38.61%,LOW_CONFIDENCE
19293.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19293.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,45.35%,LOW_CONFIDENCE
19298.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19298.jpg",Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,31.80%,LOW_CONFIDENCE
193.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\193.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,66.20%,MATCH
19302.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19302.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,43.95%,LOW_CONFIDENCE
19303.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19303.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,81.53%,MATCH
19309.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19309.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,58.10%,LOW_CONFIDENCE
1931.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1931.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,51.52%,LOW_CONFIDENCE
19312.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19312.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,50.02%,LOW_CONFIDENCE
19317.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19317.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,30.15%,LOW_CONFIDENCE
19318.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19318.jpg",Air_Pollution,Electricity Dept,A photo of an open transformer,48.36%,LOW_CONFIDENCE
1932.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1932.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,33.57%,LOW_CONFIDENCE
19325.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19325.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,80.24%,MATCH
19326.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19326.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,58.25%,LOW_CONFIDENCE
19328.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19328.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,59.47%,LOW_CONFIDENCE
1937.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1937.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,62.16%,MISMATCH
19390.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19390.jpg",Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,55.33%,LOW_CONFIDENCE
19391.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19391.jpg",Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,52.89%,LOW_CONFIDENCE
19394.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19394.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,86.74%,MATCH
19395.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19395.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,46.73%,LOW_CONFIDENCE
19398.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19398.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,83.96%,MATCH
194.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\194.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,61.25%,MISMATCH
1940.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1940.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,70.38%,MISMATCH
19400.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19400.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,82.71%,MATCH
19402.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19402.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,42.51%,LOW_CONFIDENCE
19403.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19403.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,84.28%,MISMATCH
19404.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19404.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,66.16%,MATCH
19407.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19407.jpg",Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,50.95%,LOW_CONFIDENCE
1945.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1945.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,85.54%,MISMATCH
1949.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1949.jpg",Air_Pollution,Public Health Dept,A photo of dead animal on street,58.09%,LOW_CONFIDENCE
195.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\195.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,93.55%,MATCH
19544.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19544.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,51.04%,LOW_CONFIDENCE
19545.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19545.jpg",Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,34.20%,LOW_CONFIDENCE
19547.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19547.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,70.52%,MATCH
19551.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19551.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,85.45%,MATCH
19553.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19553.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,90.42%,MATCH
19554.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19554.jpg",Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,27.03%,LOW_CONFIDENCE
1957.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1957.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,86.61%,MATCH
1959.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1959.jpg",Air_Pollution,Public Health Dept,A photo of dead animal on street,72.25%,MISMATCH
1960.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\1960.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,40.07%,LOW_CONFIDENCE
19602.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19602.jpg",Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,43.15%,LOW_CONFIDENCE
19603.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19603.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,91.63%,MISMATCH
19618.jpg,"Air_Pollution\Air_Pollution-_Malba,_bricks,_bori,_etc_dumped_on_public_land\19618.jpg",Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,70.06%,MISMATCH
