Filename,Folder_Path,Ground_Truth_Folder,Predicted_Dept,Predicted_Desc,Confidence,Status
5045.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5045.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,32.29%,LOW_CONFIDENCE
5048.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5048.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,43.12%,LOW_CONFIDENCE
5057.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5057.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,44.47%,LOW_CONFIDENCE
5058.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5058.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,34.03%,LOW_CONFIDENCE
5154.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5154.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,54.59%,LOW_CONFIDENCE
516.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\516.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,27.72%,LOW_CONFIDENCE
5161.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5161.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,42.36%,LOW_CONFIDENCE
5162.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5162.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,40.48%,LOW_CONFIDENCE
5163.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5163.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,39.10%,LOW_CONFIDENCE
5165.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5165.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,54.74%,LOW_CONFIDENCE
5168.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5168.jpg,Air_Pollution,Unknown,Could not classify image,0.00%,LOW_CONFIDENCE
5169.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5169.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,33.89%,LOW_CONFIDENCE
5173.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5173.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,49.19%,LOW_CONFIDENCE
5174.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5174.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,44.40%,LOW_CONFIDENCE
5180.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5180.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,55.18%,LOW_CONFIDENCE
5183.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5183.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,72.81%,MISMATCH
5185.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5185.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,66.10%,MISMATCH
5190.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5190.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,68.56%,MISMATCH
5204.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5204.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,49.42%,LOW_CONFIDENCE
521.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\521.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,59.41%,LOW_CONFIDENCE
5229.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5229.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,41.47%,LOW_CONFIDENCE
5239.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5239.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,27.16%,LOW_CONFIDENCE
5245.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5245.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,52.07%,LOW_CONFIDENCE
5250.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5250.jpg,Air_Pollution,Public Health Dept,A photo of dead animal on street,70.06%,MISMATCH
5254.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5254.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,45.70%,LOW_CONFIDENCE
5256.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5256.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,38.18%,LOW_CONFIDENCE
5261.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5261.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,41.02%,LOW_CONFIDENCE
5263.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5263.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,50.51%,LOW_CONFIDENCE
5264.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5264.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,50.93%,LOW_CONFIDENCE
5265.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5265.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,50.25%,LOW_CONFIDENCE
527.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\527.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,28.73%,LOW_CONFIDENCE
5306.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5306.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,51.27%,LOW_CONFIDENCE
5307.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5307.jpg,Air_Pollution,Electricity Dept,A photo of a broken street light,45.96%,LOW_CONFIDENCE
5308.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5308.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,33.42%,LOW_CONFIDENCE
5340.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5340.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,35.44%,LOW_CONFIDENCE
5341.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5341.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,39.76%,LOW_CONFIDENCE
5343.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5343.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,45.13%,LOW_CONFIDENCE
5346.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5346.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,42.28%,LOW_CONFIDENCE
5347.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5347.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,47.08%,LOW_CONFIDENCE
5349.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5349.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,57.45%,LOW_CONFIDENCE
5350.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5350.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,82.20%,MISMATCH
5397.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5397.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,43.09%,LOW_CONFIDENCE
5399.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5399.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,50.09%,LOW_CONFIDENCE
5403.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5403.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,50.87%,LOW_CONFIDENCE
5409.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5409.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,33.74%,LOW_CONFIDENCE
5470.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5470.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,45.88%,LOW_CONFIDENCE
5472.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5472.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,48.44%,LOW_CONFIDENCE
5474.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5474.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,43.28%,LOW_CONFIDENCE
5479.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5479.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,98.66%,MISMATCH
5480.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5480.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,34.38%,LOW_CONFIDENCE
5485.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5485.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,37.66%,LOW_CONFIDENCE
549.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\549.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,55.57%,LOW_CONFIDENCE
5491.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5491.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,59.19%,LOW_CONFIDENCE
5496.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5496.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,50.80%,LOW_CONFIDENCE
55.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\55.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,46.52%,LOW_CONFIDENCE
550.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\550.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,56.51%,LOW_CONFIDENCE
556.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\556.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,47.11%,LOW_CONFIDENCE
558.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\558.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,51.97%,LOW_CONFIDENCE
562.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\562.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,36.91%,LOW_CONFIDENCE
5620.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5620.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,48.09%,LOW_CONFIDENCE
5626.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5626.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,43.92%,LOW_CONFIDENCE
564.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\564.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,43.11%,LOW_CONFIDENCE
566.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\566.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,44.49%,LOW_CONFIDENCE
5694.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5694.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,57.78%,LOW_CONFIDENCE
57.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\57.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,40.98%,LOW_CONFIDENCE
5709.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5709.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,58.30%,LOW_CONFIDENCE
5711.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5711.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,59.34%,LOW_CONFIDENCE
5759.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5759.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,37.23%,LOW_CONFIDENCE
576.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\576.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,35.14%,LOW_CONFIDENCE
5761.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5761.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,32.70%,LOW_CONFIDENCE
5782.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5782.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,41.06%,LOW_CONFIDENCE
5783.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5783.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,53.36%,LOW_CONFIDENCE
580.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\580.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,50.66%,LOW_CONFIDENCE
5838.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5838.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,47.35%,LOW_CONFIDENCE
59.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\59.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,99.88%,MISMATCH
591.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\591.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,49.68%,LOW_CONFIDENCE
5921.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5921.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,64.47%,MISMATCH
5927.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5927.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,52.11%,LOW_CONFIDENCE
593.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\593.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,71.38%,MISMATCH
5935.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5935.jpg,Air_Pollution,Horticulture Dept,A photo of unmaintained park or dry plants,61.08%,MISMATCH
5936.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5936.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,43.23%,LOW_CONFIDENCE
5937.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5937.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,50.77%,LOW_CONFIDENCE
5938.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5938.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,35.32%,LOW_CONFIDENCE
5939.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5939.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,31.10%,LOW_CONFIDENCE
594.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\594.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,50.11%,LOW_CONFIDENCE
5941.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5941.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,44.14%,LOW_CONFIDENCE
5943.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5943.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,24.40%,LOW_CONFIDENCE
5952.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5952.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,46.68%,LOW_CONFIDENCE
5987.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5987.jpg,Air_Pollution,Public Health Dept,A photo of dead animal on street,43.17%,LOW_CONFIDENCE
5988.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5988.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,43.80%,LOW_CONFIDENCE
5990.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5990.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,38.43%,LOW_CONFIDENCE
5993.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5993.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,44.75%,LOW_CONFIDENCE
5994.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5994.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,58.14%,LOW_CONFIDENCE
5995.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5995.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,42.12%,LOW_CONFIDENCE
5999.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\5999.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,61.05%,MISMATCH
600.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\600.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,39.92%,LOW_CONFIDENCE
6000.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6000.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,81.67%,MISMATCH
6001.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6001.jpg,Air_Pollution,Public Health Dept,A photo of dead animal on street,42.46%,LOW_CONFIDENCE
6005.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6005.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,42.05%,LOW_CONFIDENCE
6012.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6012.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,33.98%,LOW_CONFIDENCE
6013.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6013.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,34.47%,LOW_CONFIDENCE
6014.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6014.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,75.80%,MISMATCH
6015.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6015.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,36.28%,LOW_CONFIDENCE
6017.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6017.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,56.31%,LOW_CONFIDENCE
6018.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6018.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,46.63%,LOW_CONFIDENCE
6020.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6020.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,30.88%,LOW_CONFIDENCE
6022.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6022.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,51.91%,LOW_CONFIDENCE
6023.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6023.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,25.22%,LOW_CONFIDENCE
6028.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6028.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,39.16%,LOW_CONFIDENCE
6059.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6059.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,60.72%,MISMATCH
6060.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6060.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,35.72%,LOW_CONFIDENCE
6061.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6061.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,77.95%,MISMATCH
6066.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6066.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,79.40%,MISMATCH
6067.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6067.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,60.66%,MISMATCH
6076.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6076.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,50.44%,LOW_CONFIDENCE
6086.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6086.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,49.43%,LOW_CONFIDENCE
6092.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6092.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,37.73%,LOW_CONFIDENCE
610.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\610.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,80.09%,MISMATCH
611.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\611.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,87.46%,MISMATCH
612.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\612.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,58.62%,LOW_CONFIDENCE
6136.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6136.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,47.64%,LOW_CONFIDENCE
6142.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6142.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,37.10%,LOW_CONFIDENCE
6144.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6144.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,86.18%,MISMATCH
6151.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6151.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,39.08%,LOW_CONFIDENCE
6152.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6152.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,41.52%,LOW_CONFIDENCE
618.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\618.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,52.76%,LOW_CONFIDENCE
6190.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6190.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,41.34%,LOW_CONFIDENCE
6191.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6191.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,26.34%,LOW_CONFIDENCE
6201.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6201.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,45.24%,LOW_CONFIDENCE
6204.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6204.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,58.59%,LOW_CONFIDENCE
621.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\621.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,36.33%,LOW_CONFIDENCE
625.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\625.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,55.22%,LOW_CONFIDENCE
629.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\629.jpg,Air_Pollution,Drainage Dept,A photo of water logging or flooded street,43.95%,LOW_CONFIDENCE
6308.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6308.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,47.57%,LOW_CONFIDENCE
631.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\631.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,50.04%,LOW_CONFIDENCE
6310.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6310.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,59.24%,LOW_CONFIDENCE
6316.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6316.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,44.90%,LOW_CONFIDENCE
6319.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6319.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,56.59%,LOW_CONFIDENCE
6334.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6334.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,65.32%,MISMATCH
6336.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6336.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,49.07%,LOW_CONFIDENCE
6344.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6344.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,64.44%,MISMATCH
635.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\635.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,48.18%,LOW_CONFIDENCE
6383.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6383.jpg,Air_Pollution,Public Health Dept,A photo of dead animal on street,69.73%,MISMATCH
6385.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6385.jpg,Air_Pollution,Civil Engineering Dept,A photo of damaged pavement or footpath,34.53%,LOW_CONFIDENCE
6403.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6403.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,59.66%,LOW_CONFIDENCE
6406.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6406.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,93.23%,MISMATCH
643.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\643.jpg,Air_Pollution,Civil Engineering Dept,A photo of a broken road or pothole,36.14%,LOW_CONFIDENCE
6437.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6437.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,54.63%,LOW_CONFIDENCE
6452.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6452.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,83.31%,MISMATCH
6456.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6456.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,43.90%,LOW_CONFIDENCE
6510.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6510.jpg,Air_Pollution,Civil Engineering Dept,A photo of construction material dumped on road,54.33%,LOW_CONFIDENCE
6518.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6518.jpg,Air_Pollution,Enforcement Dept,A photo of illegal shop or encroachment on footpath,94.48%,MISMATCH
6521.jpg,Air_Pollution\Air_Pollution-_broken_footpath_divider\6521.jpg,Air_Pollution,Drainage Dept,A photo of a blocked drain or sewer,36.38%,LOW_CONFIDENCE
